,0,1,2
1665,0,0,1
1666,0,1,0
1667,0,0,1
1668,0,1,0
1669,0,0,1
1670,0,0,1
1671,0,0,1
1672,0,0,1
1673,0,0,1
1674,1,0,0
1675,1,0,0
1676,0,0,1
1677,0,0,1
1678,0,1,0
1679,1,0,0
1680,1,0,0
1681,1,0,0
1682,0,0,1
1683,0,0,1
1684,0,0,1
1685,0,1,0
1686,0,0,1
1687,1,0,0
1688,0,0,1
1689,1,0,0
1690,1,0,0
1691,1,0,0
1692,1,0,0
1693,1,0,0
1694,0,0,1
1695,0,1,0
1696,1,0,0
1697,0,1,0
1698,0,1,0
1699,0,1,0
1700,0,0,1
1701,0,1,0
1702,1,0,0
1703,0,1,0
1704,0,0,1
1705,0,1,0
1706,0,0,1
1707,0,0,1
1708,0,0,1
1709,0,0,1
1710,0,0,1
1711,1,0,0
1712,0,1,0
1713,0,0,1
1714,1,0,0
1715,0,0,1
1716,0,0,1
1717,1,0,0
1718,0,1,0
1719,0,0,1
1720,0,0,1
1721,1,0,0
1722,0,1,0
1723,0,0,1
1724,0,1,0
1725,0,0,1
1726,0,0,1
1727,0,1,0
1728,0,0,1
1729,1,0,0
1730,0,0,1
1731,1,0,0
1732,1,0,0
1733,1,0,0
1734,0,0,1
1735,0,0,1
1736,0,0,1
1737,0,1,0
1738,1,0,0
1739,0,1,0
1740,0,0,1
1741,1,0,0
1742,0,1,0
1743,1,0,0
1744,1,0,0
1745,0,0,1
1746,1,0,0
1747,1,0,0
1748,0,1,0
1749,1,0,0
1750,0,1,0
1751,0,1,0
1752,1,0,0
1753,1,0,0
1754,0,0,1
1755,0,1,0
1756,1,0,0
1757,0,0,1
1758,0,1,0
1759,1,0,0
1760,1,0,0
1761,0,1,0
1762,1,0,0
1763,0,1,0
1764,0,0,1
1765,0,1,0
1766,0,0,1
1767,0,0,1
1768,1,0,0
1769,1,0,0
1770,1,0,0
1771,0,0,1
1772,0,0,1
1773,0,0,1
1774,0,0,1
1775,1,0,0
1776,0,0,1
1777,1,0,0
1778,0,1,0
1779,1,0,0
1780,1,0,0
1781,0,0,1
1782,0,1,0
1783,1,0,0
1784,0,0,1
1785,0,1,0
1786,0,0,1
1787,0,1,0
1788,0,0,1
1789,1,0,0
1790,0,0,1
1791,1,0,0
1792,1,0,0
1793,1,0,0
1794,0,1,0
1795,0,0,1
1796,0,0,1
1797,0,1,0
1798,1,0,0
1799,0,1,0
1800,1,0,0
1801,0,1,0
1802,1,0,0
1803,0,0,1
1804,0,1,0
1805,0,0,1
1806,0,0,1
1807,0,0,1
1808,1,0,0
1809,0,0,1
1810,1,0,0
1811,1,0,0
1812,1,0,0
1813,1,0,0
1814,1,0,0
1815,1,0,0
1816,0,0,1
1817,0,1,0
1818,0,0,1
1819,0,0,1
1820,0,0,1
1821,0,0,1
1822,1,0,0
1823,0,1,0
1824,0,0,1
1825,0,0,1
